XB,FWMJ,CZMJ,YZJ,FWMJ.1,FWZJ,SFAJ,Age,RentType,BuyerAge,MonthlyRentUnitArea,In_Province,In_City,Label
1,64.2,64.2,2000.0,67.29,205235.0,1.0,30,1.0,29,31.15264797507788,1,0,1
0,57.15,57.15,1500.0,103.34,552033.0,1.0,36,1.0,35,26.246719160104988,1,0,1
1,46.31,46.31,1500.0,80.35,475000.0,1.0,31,1.0,30,32.39041243791837,1,0,1
1,51.57,51.57,2500.0,89.23,680000.0,1.0,37,1.0,36,48.47779716889664,0,0,1
1,74.78,74.78,2000.0,74.78,444861.0,1.0,38,1.0,37,26.74511901577962,1,0,1
0,82.29,82.29,2100.0,89.08,580857.0,1.0,29,1.0,28,25.51950419248997,1,0,1
1,91.23,91.23,1500.0,54.51,250000.0,1.0,35,1.0,34,16.441959881617887,0,0,1
1,125.55,125.55,3500.0,51.76,297600.0,1.0,35,1.0,34,27.87733970529669,1,1,1
0,90.41,90.41,1700.0,80.26,434421.0,1.0,36,1.0,35,18.803229731224423,1,0,1
0,147.03,10.1,1355.0,147.15,1277100.0,0.0,33,0.0,32,134.15841584158417,0,0,1
1,45.9,45.9,1200.0,145.5,565000.0,1.0,34,1.0,33,26.1437908496732,1,0,1
0,91.23,91.23,1500.0,54.51,250000.0,1.0,38,1.0,37,16.441959881617887,0,0,1
0,62.61,62.61,2600.0,89.26,732190.0,1.0,36,1.0,35,41.526912633764574,1,0,1
0,82.81,82.81,1800.0,59.27,460000.0,0.0,55,1.0,54,21.73650525298877,1,0,1
1,57.12,57.12,2637.0,68.5,376695.0,1.0,33,1.0,32,46.16596638655462,0,0,1
0,876.29,72.0,420.0,102.9,609836.0,1.0,41,0.0,40,5.833333333333333,1,1,1
0,95.84,95.84,3000.0,107.54,1834113.0,1.0,32,1.0,31,31.302170283806344,0,0,1
0,30.6,30.6,1200.0,112.08,560000.0,1.0,32,1.0,31,39.2156862745098,1,1,1
1,139.59,139.59,1500.0,117.46,305162.0,0.0,29,1.0,28,10.74575542660649,1,0,1
0,116.36,116.36,4000.0,86.62,744198.0,1.0,39,1.0,38,34.376074252320386,1,0,1
0,93.73,20.0,1500.0,66.23,363470.0,1.0,31,0.0,30,75.0,1,0,1
0,104.56,104.56,1900.0,108.32,391535.0,1.0,37,1.0,36,18.91522846268613,1,1,1
0,85.38,85.38,2200.0,135.1,560665.0,0.0,30,1.0,29,25.76715858514875,0,0,1
1,104.61,104.61,1666.0,112.56,1658156.0,1.0,41,1.0,40,15.925819711308671,1,0,1
0,71.5,10.0,900.0,81.8,517357.0,1.0,36,0.0,35,90.0,1,1,1
1,46.72,46.72,2400.0,81.09,424145.0,1.0,54,1.0,53,51.36986301369864,1,0,1
1,70.57,70.57,1500.0,128.16,655420.0,1.0,39,1.0,38,21.255491001842145,1,0,1
1,78.58,78.58,500.0,104.87,482716.0,1.0,31,1.0,30,6.362942224484602,0,0,1
1,46.61,46.61,2200.0,123.49,768105.0,1.0,38,1.0,37,47.20017163698777,0,0,1
0,77.91,77.91,3500.0,152.33,2547319.0,1.0,46,1.0,45,44.923629829290206,1,0,1
0,128.72,128.72,2500.0,84.43,276930.0,0.0,44,1.0,43,19.42200124300808,0,0,1
0,86.41,86.41,1500.0,107.17,1290000.0,1.0,43,1.0,42,17.359101955792156,1,0,1
0,174.29,174.29,8000.0,73.61,502653.0,1.0,34,1.0,33,45.90051064318091,1,0,1
0,91.0,91.0,600.0,67.02,384438.0,1.0,32,1.0,31,6.593406593406593,1,0,1
1,69.5,69.5,1000.0,82.58,421970.0,1.0,35,1.0,34,14.388489208633093,1,0,1
1,88.06,88.06,2500.0,68.52,525192.0,1.0,37,1.0,36,28.38973427208721,1,0,1
1,53.66,53.66,1885.0,51.15,470488.0,1.0,38,1.0,37,35.12858740216176,1,0,1
1,87.17,87.17,1850.0,57.26,550000.0,1.0,44,1.0,43,21.22289778593553,1,0,1
1,72.02,13.0,430.0,77.83,492857.0,0.0,49,0.0,47,33.07692307692308,1,1,1
0,89.89,89.89,1200.0,87.99,756000.0,1.0,38,1.0,35,13.349649571698745,1,0,1
0,72.14,72.14,2000.0,87.19,419977.0,1.0,32,1.0,31,27.723870252287224,1,0,1
1,123.25,123.25,2800.0,95.18,258807.0,0.0,43,1.0,42,22.718052738336716,1,0,1
0,61.65,61.65,2500.0,61.65,515020.0,1.0,35,1.0,34,40.55150040551501,1,0,1
0,188.45,188.45,4000.0,98.13,612285.0,0.0,35,1.0,34,21.22578933404086,1,1,1
0,115.68,115.68,1250.0,97.48,537768.0,1.0,37,1.0,36,10.80567081604426,1,0,1
0,60.31,60.31,1550.0,60.31,380000.0,0.0,32,1.0,31,25.70054717293981,0,0,1
1,111.67,111.67,3000.0,82.44,383350.0,1.0,39,1.0,38,26.864869705381928,0,0,1
1,75.19,75.19,2500.0,121.19,805917.0,1.0,41,1.0,40,33.249102274238595,1,0,1
1,77.94,77.94,2700.0,82.22,733663.0,0.0,43,1.0,42,34.64203233256351,1,0,1
1,109.52,60.0,1500.0,80.12,590653.0,1.0,36,0.0,35,25.0,1,1,1
1,36.11,36.11,800.0,112.8,508000.0,1.0,43,1.0,42,22.15452783162559,1,0,1
0,222.36,200.0,1700.0,87.14,371059.0,1.0,29,0.0,28,8.5,0,0,1
0,54.99,54.99,600.0,111.4,401040.0,0.0,36,1.0,35,10.911074740861974,1,0,1
0,73.98,73.98,1233.0,70.61,323391.0,1.0,35,1.0,34,16.666666666666664,1,0,1
0,79.65,79.65,1000.0,75.71,320888.0,1.0,34,1.0,33,12.554927809165097,1,0,1
1,595.67,40.0,1800.0,88.44,645612.0,1.0,38,0.0,37,45.0,0,0,1
0,279.475,63.225,950.0,74.15,474983.0,1.0,36,0.5,35,13.675534991324463,1,0,1
0,121.44,23.0,2000.0,74.3,513926.0,1.0,35,0.0,34,86.95652173913044,1,1,1
1,92.06,92.06,1500.0,88.96,425730.0,1.0,47,1.0,46,16.293721485987398,1,0,1
1,78.38,78.38,1600.0,89.74,358870.0,1.0,35,1.0,34,20.41337075784639,1,0,1
1,70.6,70.6,1000.0,88.9,295922.0,0.0,37,1.0,36,14.1643059490085,1,0,1
0,72.72,72.72,1800.0,111.28,447061.0,1.0,34,1.0,33,24.752475247524757,1,0,1
0,95.34,95.34,1000.0,106.48,1092066.0,1.0,35,1.0,34,10.488777008600795,1,0,1
1,95.11,95.11,2000.0,104.63,466754.0,1.0,35,1.0,34,21.02828304068973,1,0,1
0,128.96,20.0,800.0,77.67,462599.0,1.0,36,0.0,35,40.0,1,0,1
0,109.25,109.25,500.0,109.53,367738.0,1.0,32,1.0,31,4.576659038901602,1,1,1
0,131.36,131.36,3500.0,122.98,2081999.0,1.0,42,1.0,41,26.644336175395857,1,1,1
0,30.795,30.795,300.0,67.56,503224.0,1.0,42,1.0,41,9.977732220282752,0,0,1
1,83.59,83.59,500.0,86.49,661620.0,1.0,33,1.0,32,5.9815767436296206,1,0,1
1,79.65,79.65,1600.0,81.91,398536.0,1.0,42,1.0,41,20.08788449466416,1,0,1
0,91.24,91.24,1000.0,129.29,329690.0,0.0,47,1.0,46,10.960105217010083,1,0,1
1,94.64,24.5,1700.0,80.76,450000.0,0.0,34,0.0,33,69.38775510204081,1,0,1
0,42.92,42.92,2000.0,78.8,408357.0,1.0,32,1.0,31,46.59832246039142,1,0,1
1,59.42,59.42,1250.0,72.15,311688.0,1.0,38,1.0,37,21.036687983843823,1,0,1
1,129.91,129.91,1500.0,87.05,337584.0,1.0,31,1.0,30,11.54645523824186,1,0,1
1,88.14,30.0,1300.0,79.69,328332.0,1.0,33,0.0,32,43.333333333333336,1,0,1
1,102.7,102.7,1600.0,63.91,238900.0,0.0,56,1.0,55,15.57935735150925,1,0,1
1,95.26,95.26,2000.0,115.58,538459.0,0.0,35,1.0,34,20.995171110644552,1,0,1
1,89.22,89.22,1200.0,80.55,262560.0,1.0,35,1.0,34,13.449899125756556,1,1,1
0,220.44,220.44,8333.33,114.76,1006759.0,1.0,39,1.0,38,37.80316639448376,1,0,1
1,78.395,26.5,550.0,58.82,364579.0,1.0,41,0.5,40,23.40579710144928,1,0,1
1,63.35,63.35,1650.0,65.21,369257.0,1.0,32,1.0,31,26.045777426992892,1,0,1
0,63.35,63.35,1650.0,65.21,369257.0,1.0,32,1.0,31,26.045777426992892,1,0,1
1,122.55,122.55,1000.0,104.67,423173.0,0.0,37,1.0,36,8.159934720522235,1,1,1
1,55.12,55.12,2500.0,86.91,695280.0,1.0,35,1.0,33,45.355587808418,1,0,1
0,68.38,68.38,1300.0,71.14,258309.0,1.0,42,1.0,41,19.011406844106464,1,0,1
1,124.99,41.0,1600.0,99.46,338164.0,1.0,35,0.0,34,39.02439024390244,1,1,1
1,43.87,43.87,2000.0,75.69,638482.0,1.0,38,1.0,37,45.58924093913837,1,0,1
1,131.44,45.0,2600.0,84.59,560438.0,0.0,41,0.0,40,57.77777777777778,0,0,1
1,73.84,73.84,600.0,85.62,616536.0,1.0,37,1.0,33,8.125677139761647,1,0,1
1,70.28,70.28,1400.0,85.54,535612.0,1.0,33,1.0,32,19.9203187250996,1,0,1
1,62.97,62.97,1000.0,83.94,637756.0,1.0,41,1.0,40,15.88057805304113,1,0,1
1,90.06,90.06,1500.0,63.54,497550.0,1.0,39,1.0,38,16.655562958027982,0,0,1
0,104.87,104.87,1000.0,52.3,219000.0,1.0,36,1.0,35,9.535615523982072,1,1,1
0,88.95,15.0,600.0,79.44,389368.0,1.0,38,0.0,37,40.0,1,0,1
1,69.7,20.0,100.0,69.7,512542.0,1.0,33,0.0,32,5.0,1,0,1
1,123.65000000000002,123.65000000000002,100.0,134.64,810299.0,0.0,47,1.0,46,0.8087343307723412,1,1,1
1,177.26,177.26,3000.0,111.36,1050009.0,1.0,36,1.0,35,16.924292000451317,1,0,1
1,137.49,137.49,1800.0,71.54,342416.0,1.0,33,1.0,32,13.091861226271,1,0,1
0,145.18,18.0,300.0,88.94,730055.0,1.0,35,0.0,34,16.666666666666668,1,0,1
0,91.96,91.96,700.0,123.21,546100.0,1.0,31,1.0,30,7.612005219660722,1,1,1
0,85.67,42.83,1111.0,52.33,302588.0,1.0,38,0.0,37,25.93976184917114,1,0,1
1,114.29,114.29,1800.0,83.26,333320.0,0.0,30,1.0,29,15.749409397147604,1,0,1
1,93.42,93.42,2500.0,82.18,470278.0,1.0,35,1.0,34,26.760864911153927,1,0,1
0,92.58,92.58,1200.0,69.95,237650.0,1.0,35,1.0,34,12.961762799740765,1,1,1
1,171.64,20.0,600.0,78.48,520930.0,1.0,36,0.0,35,30.0,1,0,1
0,87.44,10.8,1160.0,100.22,417956.0,1.0,29,0.0,27,107.4074074074074,1,1,1
1,100.8,100.8,1400.0,101.46,320000.0,1.0,42,1.0,41,13.88888888888889,1,0,1
0,163.96,163.96,1400.0,154.43,1200000.0,1.0,33,1.0,32,8.538667967797023,1,0,1
1,87.87,87.87,2000.0,101.65,544459.0,1.0,36,1.0,35,22.760896779333105,1,0,1
0,54.11,54.11,2000.0,90.53,399871.0,1.0,36,1.0,35,36.96174459434485,1,0,1
1,118.48,118.48,1200.0,104.58,336744.0,1.0,35,1.0,34,10.12829169480081,1,1,1
1,47.71,47.71,1000.0,119.73,663731.0,1.0,49,1.0,48,20.959966464053657,1,1,1
0,122.59,30.0,600.0,113.61,701884.0,1.0,34,0.0,33,20.0,1,0,1
1,104.62,35.0,600.0,87.28,703303.0,1.0,43,0.0,42,17.142857142857142,1,0,1
1,68.28,68.28,1200.0,86.34,356099.0,1.0,36,1.0,35,17.57469244288225,1,0,1
1,44.71,44.0,1000.0,69.85,465665.0,1.0,33,0.0,32,22.727272727272727,1,0,1
1,122.59,30.0,600.0,113.61,701884.0,1.0,35,0.0,34,20.0,1,0,1
0,88.96,88.96,2300.0,111.68,677599.0,1.0,44,1.0,43,25.854316546762597,1,1,1
1,173.19,173.19,3000.0,101.06,1203170.0,1.0,37,1.0,36,17.322016282695305,0,0,1
1,103.86,103.86,1050.0,121.44,495058.0,1.0,41,1.0,40,10.109763142692085,1,0,1
0,103.43,103.43,1200.0,80.99,435243.0,1.0,51,1.0,50,11.602049695446194,0,0,1
1,48.25,48.25,2000.0,78.54,468822.0,1.0,31,1.0,30,41.45077720207254,1,1,1
0,76.28,76.28,2000.0,54.96,305000.0,1.0,31,1.0,30,26.219192448872576,1,0,1
1,164.8,20.0,1000.0,82.38,684279.0,1.0,41,0.0,40,50.0,1,0,1
1,83.42,83.42,550.0,96.03,234434.0,0.0,41,1.0,40,6.59314313114361,1,0,1
1,72.81,72.81,1800.0,72.81,365456.0,1.0,30,1.0,29,24.72187886279357,1,0,1
0,47.58,47.58,1800.0,71.25,599836.0,1.0,41,1.0,40,37.83102143757882,1,1,1
0,151.83,151.83,1200.0,134.72,817365.0,1.0,36,1.0,35,7.903576368306658,1,0,1
0,87.11,87.11,800.0,106.73,1043609.0,1.0,46,1.0,45,9.183790609574102,1,0,1
1,109.65,40.0,400.0,126.67,826107.0,1.0,36,0.0,35,10.0,1,0,1
0,143.14,143.14,5500.0,118.71,818752.0,1.0,38,1.0,37,38.42392063713847,1,1,1
1,119.49,20.0,1500.0,138.94,895500.0,1.0,41,0.0,40,75.0,1,0,1
1,162.16,162.16,1500.0,54.96,845285.0,0.0,33,1.0,32,9.2501233349778,1,1,1
0,91.66,91.66,1500.0,70.44,248000.0,1.0,27,1.0,26,16.36482653283875,1,1,1
0,119.71,119.71,1000.0,119.71,755933.0,0.0,48,1.0,45,8.353521009105338,1,0,1
1,41.84,41.84,2600.0,94.79,452248.0,0.0,41,1.0,40,62.14149139579349,1,0,1
0,83.0,83.0,1250.0,122.2,494272.0,0.0,37,1.0,36,15.060240963855422,1,1,1
1,91.33,91.33,3000.0,77.14,381365.0,1.0,34,1.0,33,32.847914157451,1,0,1
0,89.6,30.0,1500.0,80.88,235653.0,0.0,32,0.0,31,50.0,1,0,1
1,96.36,96.36,1800.0,91.84,506642.0,1.0,45,1.0,44,18.679950186799505,0,0,1
1,89.77,7.400000000000001,1195.0,64.94,417319.0,1.0,35,0.0,34,161.48648648648648,1,0,1
1,96.23,96.23,3000.0,78.68,493001.0,1.0,37,1.0,36,31.17530915514912,1,1,1
0,118.12,118.12,1500.0,97.98,681067.0,1.0,38,1.0,37,12.698950220115137,1,1,1
0,40.15,40.15,800.0,115.03,495907.0,1.0,34,1.0,33,19.925280199252803,1,1,1
1,118.71,118.71,1500.0,72.7,404186.0,1.0,38,1.0,37,12.635835228708618,1,0,1
1,110.69,110.69,9000.0,131.54,815850.0,0.0,44,1.0,43,81.30815791851116,1,0,1
1,81.29,81.29,1750.0,73.75,261783.0,0.0,36,1.0,35,21.52786320580637,1,0,1
0,70.18,70.18,1500.0,72.25,475286.0,1.0,40,1.0,39,21.373610715303503,1,0,1
0,166.56,166.56,800.0,130.59,944224.0,1.0,38,1.0,37,4.803073967339097,0,0,1
1,51.48,51.48,2300.0,51.48,486953.0,1.0,44,1.0,43,44.67754467754468,1,0,1
0,96.87,96.87,1800.0,137.15,2153600.0,1.0,34,1.0,33,18.58160421183029,1,1,1
0,146.74,146.74,2000.0,71.18,368055.0,1.0,37,1.0,36,13.629548861932667,1,0,1
0,124.98,124.98,2000.0,88.61,475623.0,1.0,38,1.0,37,16.002560409665545,1,0,1
0,132.0,132.0,2000.0,100.15,342616.0,1.0,49,1.0,48,15.151515151515152,1,1,1
0,128.93,128.93,1000.0,88.57,411314.0,1.0,34,1.0,33,7.756146746296439,1,0,1
1,86.36,86.36,2692.0,82.5,665910.0,1.0,34,1.0,33,31.171838814265865,0,0,1
1,91.68,91.68,1000.0,91.68,608306.0,0.0,37,1.0,36,10.907504363001744,1,0,1
1,147.19,147.19,9000.0,180.39,2943492.0,0.0,33,1.0,32,61.14545825123989,1,0,1
1,147.48,147.48,5000.0,58.72,412482.0,0.0,34,1.0,33,33.90290208841877,1,0,1
1,102.12,102.12,2600.0,116.32,1230000.0,0.0,36,1.0,35,25.4602428515472,1,0,1
0,91.27,20.0,1000.0,85.26,277680.0,1.0,36,0.0,35,50.0,1,0,1
0,75.92,75.92,800.0,81.68,331015.0,1.0,41,1.0,40,10.53740779768177,1,1,1
1,109.49,20.0,500.0,90.89,545586.0,1.0,42,0.0,41,25.0,1,0,1
1,75.93,75.93,1600.0,90.88,313536.0,1.0,39,1.0,38,21.072040036876068,1,1,1
0,96.22,96.22,1333.0,74.12,458478.0,1.0,38,1.0,37,13.853668675950946,1,0,1
0,123.83,8.0,1040.0,99.55,1466258.0,1.0,35,0.0,34,130.0,1,1,1
0,82.59,10.0,300.0,55.19,212482.0,1.0,30,0.0,29,30.0,1,0,1
1,48.18,48.18,1800.0,129.66,620867.0,1.0,41,1.0,40,37.35990037359901,0,0,1
1,67.61,67.61,1000.0,84.79,347799.0,1.0,32,1.0,31,14.790711433219938,1,0,1
0,129.8,129.8,1400.0,93.1,419554.0,1.0,36,1.0,35,10.78582434514638,1,0,1
0,118.26,10.0,300.0,98.54,357000.0,1.0,37,0.0,36,30.0,0,0,1
0,158.94,158.94,4200.0,104.98,670568.0,1.0,35,1.0,34,26.42506606266516,1,0,1
0,99.29,99.29,2800.0,76.54,436040.0,1.0,32,1.0,30,28.2002215731695,1,0,1
1,129.39,129.39,2100.0,65.04,442781.0,1.0,34,1.0,33,16.23000231857176,1,0,1
1,49.96,49.96,2490.0,82.57,772260.0,1.0,38,1.0,36,49.839871897518016,0,0,1
0,193.32,25.0,3000.0,105.37,972528.0,0.0,43,0.0,42,120.0,1,0,1
0,62.49,10.0,3000.0,41.79,403479.0,1.0,47,0.0,46,300.0,1,1,1
0,99.09999999999998,99.09999999999998,2200.0,124.25,801621.0,0.0,35,1.0,34,21.025200172611665,1,1,1
0,109.54,109.54,2000.0,56.41,388842.0,1.0,38,1.0,37,18.25817053131276,1,0,1
0,89.35,89.35,1100.0,100.18,333938.0,1.0,32,1.0,31,12.311135982092894,1,1,1
0,147.2,30.0,1600.0,78.09,872204.0,1.0,34,0.0,33,53.333333333333336,1,0,1
1,85.11,85.11,1000.0,120.1,609992.0,1.0,53,1.0,52,11.749500646222536,1,0,1
1,124.67,9.5,1130.0,140.49,1389832.0,1.0,37,0.0,35,118.94736842105264,1,1,1
0,90.8,90.8,3900.0,144.95,724700.0,0.0,37,1.0,36,42.951541850220266,1,0,1
1,63.74,63.74,400.0,65.04,539250.0,1.0,42,1.0,41,6.2754941951678695,1,0,1
0,81.37,81.37,1200.0,138.99,610000.0,1.0,36,1.0,35,14.74744992011798,1,1,1
0,88.78,88.78,650.0,68.59,200000.0,1.0,37,1.0,36,7.321468799279117,1,1,1
0,110.16,110.16,2500.0,93.7,604022.0,1.0,31,1.0,30,22.69426289034132,0,0,1
0,63.74,63.74,400.0,65.04,539250.0,1.0,37,1.0,36,6.2754941951678695,1,0,1
1,69.6,69.6,1500.0,98.04,450455.0,0.0,37,1.0,36,21.55172413793104,1,0,1
0,71.98,71.98,1200.0,93.13,364041.0,1.0,35,1.0,34,16.67129758266185,1,1,1
0,128.1,128.1,400.0,105.77,264516.0,0.0,37,1.0,36,3.1225604996096803,1,0,1
1,47.60999999999999,47.60999999999999,800.0,67.06,276600.0,1.0,35,1.0,34,16.803192606595253,1,0,1
1,61.34,61.34,2500.0,79.79,340883.0,0.0,34,1.0,33,40.75643951744375,1,0,1
0,95.92,95.92,2200.0,88.41,284813.0,1.0,36,1.0,35,22.93577981651376,1,0,1
0,58.94,58.94,1000.0,72.48,333843.0,1.0,35,1.0,34,16.966406515100104,1,0,1
1,85.01,85.01,500.0,63.07,231525.0,1.0,44,1.0,43,5.881660981061051,1,1,1
0,148.26,148.26,500.0,100.53,402623.0,1.0,35,1.0,34,3.372453797382976,1,1,1
0,73.14,73.14,500.0,75.64,485940.0,1.0,35,1.0,34,6.836204539239814,0,0,1
1,116.59,116.59,2900.0,93.59,613116.0,1.0,42,1.0,41,24.873488292306373,1,0,1
1,105.26,105.26,2200.0,114.52,396302.0,1.0,40,1.0,39,20.900627018810564,0,0,1
0,69.6,69.6,1500.0,98.04,450455.0,0.0,36,1.0,35,21.55172413793104,1,0,1
0,71.01,71.01,800.0,94.73,480240.0,1.0,43,1.0,42,11.266018870581608,0,0,1
0,87.87,87.87,2000.0,101.65,544459.0,1.0,33,1.0,32,22.760896779333105,1,0,1
0,129.26,129.26,1500.0,97.85,994885.0,1.0,30,1.0,29,11.604518025684667,1,0,1
1,54.79,54.79,1500.0,70.17,827500.0,1.0,54,1.0,53,27.377258623836468,0,0,1
1,108.31,108.31,500.0,101.9,432677.0,1.0,39,1.0,38,4.616378912381128,0,0,1
1,80.47,80.47,1500.0,97.46,348324.0,1.0,36,1.0,35,18.640487138063875,1,0,1
0,99.95333333333332,99.95333333333332,1505.5555555555557,63.41,346690.0,1.0,44,1.0,43,16.13670605195931,1,0,1
1,124.635,124.635,1750.0,78.39,548267.0,1.0,36,1.0,35,14.182186237008974,1,0,1
0,105.44,12.5,1590.0,144.37,739174.0,0.0,32,0.0,31,127.2,1,1,1
0,129.44,129.44,1800.0,109.29,1314167.48,0.0,35,1.0,34,13.906056860321383,1,0,1
0,67.6,67.6,1850.0,74.9,678743.0,1.0,35,1.0,34,27.366863905325445,0,0,1
0,72.46,72.46,1000.0,95.76,472097.0,0.0,30,1.0,29,13.800717637317142,1,0,1
1,92.38,92.38,2500.0,89.64,636591.0,1.0,31,1.0,30,27.062134661182075,0,0,1
0,67.07,67.07,500.0,58.42,280000.0,0.0,39,1.0,38,7.45489786789921,1,0,1
1,52.09,52.09,2294.0,98.52,357928.0,0.0,29,1.0,28,44.03916298713765,1,1,1
1,83.17,83.17,700.0,108.53,298155.0,1.0,33,1.0,32,8.416496332812311,1,1,1
0,91.81,91.81,2200.0,122.28,680000.0,0.0,31,1.0,30,23.962531314671605,1,0,1
1,86.56,86.56,1600.0,57.26,313212.0,1.0,39,1.0,38,18.484288354898336,1,0,1
0,89.69,89.69,1500.0,115.12,507872.0,1.0,36,1.0,35,16.724272494146504,1,0,1
1,87.85,8.34,860.0,170.01,2321586.0,0.0,39,0.0,37,103.11750599520384,1,1,1
0,84.16,84.16,3000.0,92.37,1028888.0,1.0,34,1.0,33,35.646387832699624,0,0,1
1,86.74,7.5,798.0,122.25,2073706.0,1.0,33,0.0,31,106.4,1,0,1
1,41.78,41.78,800.0,116.76,352615.0,1.0,35,1.0,34,19.147917663954043,1,1,1
1,104.7,30.0,1500.0,76.25,290054.0,1.0,46,0.0,45,50.0,1,0,1
0,113.87,113.87,1333.0,100.34,606697.0,1.0,32,1.0,31,11.706331781856502,1,0,1
1,109.43,109.43,2200.0,95.87,670000.0,1.0,38,1.0,37,20.10417618568948,1,0,1
1,101.22,18.7,1560.0,71.55,448000.0,1.0,36,0.0,34,83.42245989304813,0,0,1
1,86.35,86.35,200.0,77.45,419035.0,1.0,35,1.0,34,2.3161551823972206,1,0,1
1,79.82,79.82,3100.0,128.47,692913.0,1.0,36,1.0,35,38.83738411425709,1,0,1
0,84.41,84.41,1500.0,96.99,667000.0,1.0,35,1.0,34,17.770406349958538,1,0,1
1,89.73,15.0,300.0,91.58,971561.0,1.0,45,0.0,44,20.0,1,1,1
1,77.28,77.28,3000.0,115.45,1261291.6,1.0,37,1.0,36,38.81987577639752,0,0,1
0,120.29,120.29,3000.0,88.99,479243.0,1.0,35,1.0,34,24.93972898827833,1,0,1
0,83.39,83.39,1000.0,70.85,324170.0,1.0,35,1.0,34,11.99184554502938,1,0,1
0,127.19,15.9,1502.0,89.3,390000.0,1.0,36,0.0,34,94.46540880503144,1,0,1
0,107.17,107.17,1500.0,79.67,393232.0,1.0,33,1.0,32,13.996454231594662,0,0,1
1,88.92,88.92,600.0,79.43,308000.0,1.0,36,1.0,35,6.747638326585695,1,0,1
0,86.83,86.83,2100.0,139.24,557647.0,0.0,32,1.0,31,24.185189450650697,1,0,1
0,89.08,89.08,1697.58,90.13,611532.0,1.0,32,1.0,31,19.056802873821283,1,0,1
1,68.05,68.05,125.0,65.21,451905.0,1.0,40,1.0,39,1.8368846436443795,1,0,1
0,62.48,18.0,1000.0,86.41,470848.0,1.0,39,0.0,38,55.55555555555556,1,0,1
1,65.14,65.14,1200.0,120.38,690745.0,1.0,45,1.0,44,18.4218606079214,1,0,1
0,86.81,86.81,700.0,161.25,748659.0,1.0,36,1.0,35,8.063587144338209,1,0,1
0,75.3,75.3,1000.0,72.69,607688.0,1.0,36,1.0,35,13.280212483399737,1,0,1
1,105.41,105.41,2000.0,97.23,1600800.0,0.0,37,1.0,36,18.97353192296746,1,0,1
1,38.66,38.66,2500.0,79.26,454986.0,1.0,37,1.0,36,64.66632177961718,1,0,1
1,149.4,149.4,3000.0,62.1,259092.0,0.0,45,1.0,44,20.080321285140563,1,0,1
0,84.15,84.15,700.0,128.43,737130.0,0.0,32,1.0,31,8.3184789067142,1,1,1
0,199.71,25.0,1000.0,88.27,489159.0,1.0,47,0.0,46,40.0,1,0,1
1,115.68,115.68,1250.0,97.48,537768.0,1.0,37,1.0,36,10.80567081604426,1,0,1
0,104.63,104.63,1100.0,86.15,304644.0,0.0,38,1.0,37,10.513237121284527,1,0,1
0,94.43,94.43,800.0,88.74,630000.0,1.0,33,1.0,32,8.471883935190087,1,1,1
0,79.31,79.31,2000.0,77.2,451704.0,1.0,43,1.0,42,25.217500945656283,1,1,1
0,81.54,81.54,3000.0,71.38,547802.0,1.0,35,1.0,34,36.79175864606328,1,1,1
0,87.46,87.46,2000.0,89.0,428067.0,1.0,36,1.0,35,22.8675966155957,1,0,1
1,94.89,94.89,3440.0,104.36,603792.0,0.0,37,1.0,36,36.25250289809253,1,0,1
0,110.62,110.62,1000.0,88.14,565351.0,1.0,41,1.0,40,9.03995660820828,1,0,1
1,84.1,84.1,2100.0,79.85,526314.0,1.0,35,1.0,34,24.970273483947683,1,0,1
0,75.05,75.05,3000.0,89.33,580000.0,0.0,35,1.0,34,39.97335109926716,1,1,1
1,69.595,55.18,1050.0,99.49,812857.0,1.0,37,0.5,36,19.563116671752617,1,0,1
0,89.83999999999999,30.0,500.0,89.59,507675.0,1.0,35,0.0,34,16.666666666666668,0,0,1
0,69.8,69.8,1500.0,69.8,380159.0,1.0,35,1.0,34,21.489971346704877,1,0,1
0,75.21,75.21,1000.0,118.09,1087909.75,1.0,36,1.0,35,13.296104241457254,1,0,1
0,123.21,123.21,1500.0,117.23,374464.0,0.0,37,1.0,36,12.174336498660823,1,0,1
1,51.37,51.37,800.0,53.03,165490.0,0.0,38,1.0,37,15.573291804555188,0,0,1
1,88.9,88.9,3000.0,89.09,526019.0,0.0,38,1.0,37,33.74578177727784,1,0,1
0,123.47,123.47,2000.0,73.81,433059.0,1.0,36,1.0,35,16.198266785453956,1,0,1
0,81.46,81.46,1200.0,90.4,417464.0,1.0,36,1.0,35,14.73115639577707,1,0,1
0,71.49,71.49,1300.0,72.42,384912.0,1.0,36,1.0,35,18.18436144915373,1,1,1
1,87.06666666666666,87.06666666666666,2666.6666666666665,87.87,716956.0,0.0,33,1.0,32,30.58994684554327,1,0,1
0,63.29,63.29,3541.0,135.0,1558270.0,0.0,50,1.0,49,55.948807078527416,1,1,1
0,155.33,155.33,3500.0,81.6,464744.0,1.0,34,1.0,33,22.53267237494366,1,0,1
1,188.45,188.45,4000.0,98.13,612285.0,0.0,37,1.0,36,21.22578933404086,1,1,1
0,88.98,10.5,1090.0,104.67,759524.0,1.0,37,0.0,36,103.8095238095238,1,1,1
1,100.38,15.0,625.0,68.82,348228.0,1.0,33,0.0,32,41.66666666666666,1,1,1
0,47.25,47.25,1600.0,93.29,653954.0,1.0,36,1.0,35,33.86243386243386,1,1,1
0,107.95,107.95,1400.0,114.4,520000.0,1.0,41,1.0,40,12.968967114404816,1,0,1
